CustomerID,AddressID,AddressType,rowguid,ModifiedDate
29559,185,"Shipping",4764266c-0fa0-4adb-913f-013da52d6353,2006-09-01 00:00:00.0000000
29559,861,"Main Office",30233957-e9b2-4c10-9621-6704ad79d316,2006-09-01 00:00:00.0000000
29560,1030,"Main Office",4012a207-360d-4189-833c-61b0ebe4e593,2006-08-01 00:00:00.0000000
29562,1091,"Main Office",5a938e81-23b5-41f1-9f19-48aa09f5eb48,2005-09-01 00:00:00.0000000
29565,1073,"Main Office",abbed10e-0cd0-4808-9465-d8de63bb0b8d,2005-07-01 00:00:00.0000000
29566,810,"Main Office",81390af7-d4d0-4f4d-af42-ab21f5713f14,2005-07-01 00:00:00.0000000
29567,448,"Main Office",4f5a655a-1259-4f7e-95f6-cd18ca6b9a01,2007-08-01 00:00:00.0000000
29568,993,"Main Office",dcec97ac-fc1a-4fac-9dd5-b7cab0625d77,2006-09-01 00:00:00.0000000
29569,562,"Main Office",1f8372c3-2ae5-478b-90d2-618e6c5b28f5,2005-08-01 00:00:00.0000000
29570,592,"Main Office",fff86e21-3f2f-4dee-a66f-e750aceb288c,2005-07-01 00:00:00.0000000
29571,864,"Main Office",0051c719-aeec-46f0-8430-562d074be9e9,2005-08-01 00:00:00.0000000
29573,1016,"Main Office",be9052de-38c3-4055-88c4-d1cbf9e4a7f2,2006-09-01 00:00:00.0000000
29574,577,"Main Office",44d2bd82-e3b9-4390-b645-8f03e8f53237,2006-09-01 00:00:00.0000000
29576,514,"Main Office",f0d0449b-b4b5-4bee-ae9e-dda391e1971a,2006-09-01 00:00:00.0000000
29577,471,"Main Office",79195f71-4929-4c90-be50-d9dfd1767268,2005-09-01 00:00:00.0000000
29579,1012,"Main Office",1d926304-e5cd-401c-b40a-c68c9ca545c8,2006-09-01 00:00:00.0000000
29580,849,"Main Office",2548c6c5-6e73-472a-a5c8-7bc82d223038,2005-07-01 00:00:00.0000000
29582,848,"Main Office",8e96eccf-87c9-4123-9658-82807bf5cc39,2005-08-01 00:00:00.0000000
29583,576,"Main Office",12fdb97e-8664-4a38-8b9d-e7a5d48d3e6b,2005-11-01 00:00:00.0000000
29584,1014,"Main Office",27f155c4-618e-41e0-b843-6887c0b1fd95,2006-09-01 00:00:00.0000000
29585,841,"Main Office",85c76950-0a27-4b55-8c4d-4673172d5ac1,2005-11-01 00:00:00.0000000
29587,664,"Main Office",be7da2a1-7558-4566-84d7-90f67dc24375,2006-07-01 00:00:00.0000000
29588,890,"Main Office",aa005e64-2103-433d-ac7e-886222396936,2005-11-01 00:00:00.0000000
29590,789,"Main Office",b6aa96ac-8470-4683-923c-6d8c00a023dc,2006-08-01 00:00:00.0000000
29591,584,"Main Office",20668d7d-b2da-43dd-83db-4f02a269924b,2007-07-01 00:00:00.0000000
29593,585,"Main Office",0b887414-135a-43f6-94dc-60a220362c6d,2006-08-01 00:00:00.0000000
29596,458,"Main Office",f304c494-8b65-41a7-a144-853ff6dcf91c,2005-07-01 00:00:00.0000000
29598,1000,"Main Office",36d419a6-97c3-4cf3-96ef-8c8951faf7d3,2006-08-01 00:00:00.0000000
29599,877,"Main Office",db83bcb8-214f-4b20-92c8-75d4b982a134,2006-07-01 00:00:00.0000000
29600,797,"Main Office",979abdf5-114c-4324-9b43-0e9f090a6174,2006-09-01 00:00:00.0000000
29601,516,"Main Office",a35638e6-0f87-47c0-9c72-1b65cadfaf59,2006-08-01 00:00:00.0000000
29603,518,"Main Office",04a7a4ff-6708-4c08-a502-4daeaa666d55,2007-09-01 00:00:00.0000000
29605,1060,"Main Office",a0df5593-0a1d-4670-af3e-fff343ec50b3,2006-07-01 00:00:00.0000000
29606,871,"Main Office",3f467555-2c79-4cb8-906f-c45daeb8d9a6,2005-07-01 00:00:00.0000000
29608,488,"Main Office",79b712ed-91c6-418c-91cb-8af9169546e8,2007-08-01 00:00:00.0000000
29611,862,"Main Office",ea3c1aca-7d46-4842-8a52-4a5e04de9e13,2005-11-01 00:00:00.0000000
29612,649,"Main Office",56dc2277-c288-484c-afb3-52624182aba6,2007-09-01 00:00:00.0000000
29614,529,"Main Office",5a69e600-61ec-49fc-8cf9-40fcaabbb48c,2005-07-01 00:00:00.0000000
29615,663,"Main Office",c456f6e1-9405-4707-a039-d355acbd0fac,2007-08-01 00:00:00.0000000
29616,608,"Main Office",6511ad85-e361-4a97-98e5-f9e49e04ce0b,2006-08-01 00:00:00.0000000
29617,880,"Main Office",d159db17-53d1-42e0-91d8-f926ab6413e6,2005-08-01 00:00:00.0000000
29618,658,"Main Office",8ee07b7f-d561-45a5-9d78-ef7d9223b535,2006-08-01 00:00:00.0000000
29620,503,"Main Office",c7a8a997-0817-42d2-a150-5785f7a4e47f,2005-08-01 00:00:00.0000000
29622,863,"Main Office",347ca34c-5205-464e-83f7-beb956dfdf7d,2005-09-01 00:00:00.0000000
29623,1033,"Main Office",5bb7cc4f-58e9-447a-8012-e36ab7ae7f67,2007-07-01 00:00:00.0000000
29625,491,"Main Office",72bc757f-5890-414a-948f-ef5c3ee0f5ec,2007-09-01 00:00:00.0000000
29627,447,"Main Office",e25d9b43-edec-4e35-aa93-b12417ef7a61,2006-08-01 00:00:00.0000000
29629,469,"Main Office",9cd7b713-3133-4816-8375-3458aa5df285,2007-09-01 00:00:00.0000000
29631,1003,"Main Office",8c52e68f-6799-48b5-99d9-857fe08275fb,2007-07-01 00:00:00.0000000
29632,843,"Main Office",6897a92d-b5f7-467c-8d61-f89e28d0d908,2005-09-01 00:00:00.0000000
29635,634,"Main Office",194a6df5-f0e4-484d-9113-a9fce5961104,2006-09-01 00:00:00.0000000
29636,1105,"Main Office",a15f4f5f-a90f-4908-b8a7-9d126be5da1e,2006-07-01 00:00:00.0000000
29637,559,"Main Office",991e29fa-e7c2-487a-bdd8-33ca4a36f61b,2005-09-01 00:00:00.0000000
29638,989,"Main Office",3db4d2ff-611f-416c-a6e4-41292b13e04b,2007-09-01 00:00:00.0000000
29639,470,"Main Office",70c47450-562c-43bc-8596-abffdde831fe,2005-09-01 00:00:00.0000000
29641,1088,"Main Office",aca58bab-7ba5-4cb5-888d-8d9204653ceb,2007-07-01 00:00:00.0000000
29643,899,"Main Office",13ffdf92-458d-454c-a4df-0e6e7a02d459,2007-08-01 00:00:00.0000000
29644,643,"Main Office",8dab6bf4-7ed7-4e97-bafe-3ce95649e24c,2006-09-01 00:00:00.0000000
29645,850,"Main Office",d3b73c0f-674c-43cd-b134-7dbebae4ce71,2007-09-01 00:00:00.0000000
29646,578,"Main Office",3e7ccf61-0b32-4c9f-9089-6a8ef172c755,2005-07-01 00:00:00.0000000
29649,544,"Main Office",65fedc39-ac5b-434d-886e-23e4f2a451d4,2005-09-01 00:00:00.0000000
29650,1059,"Main Office",4b9a5374-fe8b-4078-b553-820d667615b5,2007-07-01 00:00:00.0000000
29651,606,"Main Office",02321ecf-27e9-42d1-bcf1-f595f871637e,2005-09-01 00:00:00.0000000
29653,1019,"Main Office",1d45cb08-2542-4fd1-bdac-8994ef616ba2,2007-09-01 00:00:00.0000000
29654,579,"Main Office",f54ab81b-11ac-4f30-ab25-34fbc123f7cb,2006-07-01 00:00:00.0000000
29655,774,"Main Office",f0850212-facf-49e3-bf75-11dc7f94fbc6,2005-09-01 00:00:00.0000000
29659,605,"Main Office",e7efb591-07eb-4d11-af71-796e8ed9394b,2005-09-01 00:00:00.0000000
29660,1058,"Main Office",035b6b42-9ff6-444d-8e99-05052edbb5a4,2007-09-01 00:00:00.0000000
29662,1013,"Main Office",acf1aebd-75bf-4969-98ef-be0d13c9e6ee,2006-08-01 00:00:00.0000000
29663,575,"Main Office",4821e5cb-21a0-453e-8862-64964817eb4c,2006-09-01 00:00:00.0000000
29666,468,"Main Office",18fa01b8-e614-4b12-bb6d-97074dd84a95,2007-08-01 00:00:00.0000000
29668,573,"Main Office",779cef11-027c-4921-9f5b-6537a571c4aa,2005-11-01 00:00:00.0000000
29671,465,"Main Office",79d1d469-4b2e-4d34-bc80-4192f8460475,2007-07-01 00:00:00.0000000
29673,1007,"Main Office",b9b287c6-dc4d-460f-a332-cbcf58899220,2005-09-01 00:00:00.0000000
29674,571,"Main Office",cb83564e-faa7-4f31-a5e2-333bafdec072,2005-12-01 00:00:00.0000000
29677,461,"Main Office",1b90b381-1c88-4b48-9c8c-e13810f1e20d,2006-08-01 00:00:00.0000000
29680,509,"Main Office",55a31949-e55b-47ee-b11f-410560c489ef,2005-08-01 00:00:00.0000000
29682,1051,"Main Office",a59c8221-1327-40e5-bc07-d3204b58ef3c,2005-10-01 00:00:00.0000000
29683,875,"Main Office",e7b2fa46-3587-4a40-a056-2916c36d82e4,2006-07-01 00:00:00.0000000
29684,795,"Main Office",198623d4-f744-4d75-864b-e270d9558ce5,2006-08-01 00:00:00.0000000
29686,1048,"Main Office",6a66126b-66e9-44d5-a065-f7a56318eab4,2005-09-01 00:00:00.0000000
29688,785,"Main Office",e7a369cf-65bf-4726-ae8d-dd158061d34d,2005-08-01 00:00:00.0000000
29689,865,"Main Office",d73c6ff6-27c7-414b-bbcb-c443f6c351ff,2006-07-01 00:00:00.0000000
29690,1036,"Main Office",c2213f36-134b-4872-aec0-2f5ec24f7bca,2005-09-01 00:00:00.0000000
29692,494,"Main Office",608a0e4d-16eb-495e-acdc-b2882ff708b6,2006-07-01 00:00:00.0000000
29695,867,"Main Office",0e4f9089-87ea-4efb-b7d4-39d32324556e,2007-09-01 00:00:00.0000000
29696,1039,"Main Office",aeb69976-7375-4c24-b433-952fe6985667,2006-09-01 00:00:00.0000000
29698,497,"Main Office",92e554a6-6acc-41b1-9992-636e10abfc5c,2005-08-01 00:00:00.0000000
29699,456,"Main Office",ff640e5b-57f6-496b-98da-eb21cb137f55,2006-08-01 00:00:00.0000000
29702,567,"Main Office",f3d6e431-8d52-4a2d-9917-b7702db40079,2005-09-01 00:00:00.0000000
29703,1001,"Main Office",69f1da2a-2e86-4c99-973b-d2ad7836fb92,2005-08-01 00:00:00.0000000
29705,459,"Main Office",a928fd77-9387-468b-aa0c-48f2c58e6949,2005-08-01 00:00:00.0000000
29708,569,"Main Office",90252818-11c0-4c9a-a28c-2b18594c41f8,2005-09-01 00:00:00.0000000
29709,906,"Main Office",e0e6f2b7-22b1-4c22-a127-e95cd2d1c2cf,2006-09-01 00:00:00.0000000
29710,1017,"Main Office",2e3c3c77-3aa1-4f44-b994-c453705588b5,2005-09-01 00:00:00.0000000
29711,472,"Main Office",45ea76b8-301a-486a-863a-c69a9e166360,2005-09-01 00:00:00.0000000
29713,644,"Main Office",ad437e81-fc8c-48ec-bd9a-0358eb2baf2c,2007-08-01 00:00:00.0000000
29714,473,"Main Office",97164cfc-253e-4432-9e60-e197747e2286,2005-09-01 00:00:00.0000000
29716,1015,"Main Office",409c560a-726b-4ca0-b714-de3d4f69c4c6,2005-08-01 00:00:00.0000000
29717,851,"Main Office",9143049e-98f6-4d35-ad3e-60621f9ae3b0,2005-08-01 00:00:00.0000000
29719,905,"Main Office",ef32d844-0dbb-40ec-9c1e-f2bd53bdbfc2,2006-11-01 00:00:00.0000000
29720,1100,"Main Office",56859a58-3017-4f7d-a038-e5305480854a,2007-09-01 00:00:00.0000000
29722,555,"Main Office",75797172-08ea-4266-b784-813b999668c7,2005-09-01 00:00:00.0000000
29727,907,"Main Office",e8465f39-2991-47fa-a0a7-f5a02aeb7ad7,2007-08-01 00:00:00.0000000
29728,1103,"Main Office",5032d0c5-1de7-4cda-a996-1aebafe04a21,2005-11-01 00:00:00.0000000
29730,558,"Main Office",ad2b1030-ca3e-450a-bab8-95755f585d84,2006-12-01 00:00:00.0000000
29732,607,"Main Office",5d353d79-ab12-4564-9e32-a5de8839e13f,2006-08-01 00:00:00.0000000
29733,1062,"Main Office",d76d2243-f3c1-46b4-b329-4781414438cc,2005-09-01 00:00:00.0000000
29734,517,"Main Office",abdaae4a-7f6d-4192-a162-495646cda3cb,2005-07-01 00:00:00.0000000
29736,659,"Main Office",ddeaba1e-f394-4009-af19-c9d4087c40fb,2007-09-01 00:00:00.0000000
29737,882,"Main Office",5e4d3150-8581-4e81-add8-2f5cf9687fec,2007-07-01 00:00:00.0000000
29738,610,"Main Office",6360a3d7-3b1b-415c-b743-0098c6b55227,2007-09-01 00:00:00.0000000
29739,1065,"Main Office",96592fa0-46c5-4e3d-a7e7-e376c0d8e521,2006-09-01 00:00:00.0000000
29740,520,"Main Office",b76a7fb2-c021-4ddf-85fe-92639a1f2bb2,2005-09-01 00:00:00.0000000
29741,660,"Main Office",14e7d304-258e-4265-aa7d-be8e82830fdb,2007-09-01 00:00:00.0000000
29742,884,"Main Office",7f519f4b-c3b4-4d2a-8daa-ecdb706b5082,2005-08-01 00:00:00.0000000
29743,612,"Main Office",77375c95-a17c-411f-b4e9-4937f6bc5f33,2006-09-01 00:00:00.0000000
29744,1068,"Main Office",fe1d120b-985b-46e0-8ed4-41ecd0adb376,2006-07-01 00:00:00.0000000
29747,895,"Main Office",ed778965-8fd3-407c-9267-440a6c9e5f3d,2005-07-01 00:00:00.0000000
29748,1085,"Main Office",4c6f57d7-e418-4073-a8c3-2d1ca6913d8a,2005-09-01 00:00:00.0000000
29750,543,"Main Office",f1e75c2e-b9f5-459e-acec-719f396de128,2006-09-01 00:00:00.0000000
29753,897,"Main Office",eba170bf-74e0-4c19-bbf4-982f75d5988f,2006-08-01 00:00:00.0000000
29755,528,"Main Office",27daafd3-3d17-43e9-8038-60b4d4ddf188,2005-09-01 00:00:00.0000000
29757,1070,"Main Office",d78221a5-548e-470e-b7de-8d34bb2d0a27,2005-08-01 00:00:00.0000000
29758,613,"Main Office",90b488ac-55aa-4010-a0c7-2a4b41ad206a,2006-09-01 00:00:00.0000000
29761,525,"Main Office",289f00e7-70c9-4f2e-9963-37cced7ea231,2005-07-01 00:00:00.0000000
29763,1067,"Main Office",fab51b08-d380-4e58-97ad-b8763273597a,2006-09-01 00:00:00.0000000
29764,611,"Main Office",8c24dd38-fef1-41b8-bd2b-8b94984f468c,2005-08-01 00:00:00.0000000
29765,806,"Main Office",3c5778fe-2189-4e99-84b5-385ca4cdfb27,2006-08-01 00:00:00.0000000
29766,522,"Main Office",3df9afb4-cce1-4e5b-87b4-01ac35d30607,2007-02-01 00:00:00.0000000
29768,1064,"Main Office",16161c9f-fde0-43f5-9b89-e04c7dc7bf98,2006-01-01 00:00:00.0000000
29769,609,"Main Office",e217dc84-a4c8-4758-802c-714782491796,2005-09-01 00:00:00.0000000
29770,445,"Main Office",40e68361-485d-45f4-b18c-282d13f4552e,2006-09-01 00:00:00.0000000
29771,990,"Main Office",33e5eb41-f032-42e1-ab6f-3386454b4543,2006-07-01 00:00:00.0000000
29772,560,"Main Office",bf40660e-40b6-495b-99d0-753ce987b1d1,2006-07-01 00:00:00.0000000
29772,11380,"Shipping",7c6297be-ea24-433f-a038-50e082d341b8,2006-07-01 00:00:00.0000000
29773,832,"Main Office",314f2574-1f75-457f-9bd1-74d1ce53daa5,2005-08-01 00:00:00.0000000
29774,564,"Main Office",61d28a67-48a3-4f21-a56b-478d15ee3593,2005-08-01 00:00:00.0000000
29775,836,"Main Office",dfdb2561-a36f-4f3c-ae89-5a62dfc80aa2,2006-09-01 00:00:00.0000000
29776,636,"Main Office",079741e4-908a-442c-b804-945dbacf3b1e,2007-07-01 00:00:00.0000000
29778,650,"Main Office",8ad5e768-9078-44c2-a6ef-5c43d018b618,2006-07-01 00:00:00.0000000
29780,490,"Main Office",21b47ec3-1d65-4c2d-9e8d-088852776795,2006-08-01 00:00:00.0000000
29781,1035,"Main Office",7907b148-d4f2-48b7-8d9c-122b8c09cbb8,2006-09-01 00:00:00.0000000
29782,590,"Main Office",96f0286b-48ff-45e9-8b3b-3ade877e8896,2006-07-01 00:00:00.0000000
29783,1075,"Main Office",23c7cbfa-d379-4d31-a50a-41390f428850,2006-07-01 00:00:00.0000000
29784,1078,"Main Office",b9c0d4fe-b72e-4615-94b2-0bf1d4e69adf,2006-08-01 00:00:00.0000000
29785,533,"Main Office",951e0eea-ef27-4723-99c4-969750131f07,2005-11-01 00:00:00.0000000
29787,869,"Main Office",7320dad6-eaba-4bb3-8cf2-a555b25255e8,2005-08-01 00:00:00.0000000
29788,1043,"Main Office",3a948195-aeb2-4415-b949-f5065c555791,2005-12-01 00:00:00.0000000
29789,501,"Main Office",d97a5607-00c5-40a9-a969-daaf6e005d03,2005-08-01 00:00:00.0000000
29792,597,"Main Office",a985dfac-3208-4cf4-8ce2-3af97dd1ccc0,2006-08-01 00:00:00.0000000
29793,1011,"Main Office",6075ee51-f2ee-4e6d-97bb-6c0732a4c53f,2006-09-01 00:00:00.0000000
29794,466,"Main Office",b3b568ec-526e-442f-b068-fbb0cbe36eb8,2005-08-01 00:00:00.0000000
29796,642,"Main Office",5f9605d9-90c5-448b-9e38-13e53bd965f0,2007-09-01 00:00:00.0000000
29797,455,"Main Office",0568c992-f82d-4177-b7e8-c36af5e749dc,2006-08-01 00:00:00.0000000
29799,997,"Main Office",7aef4f41-eafa-43f0-836a-674ee40ae72b,2007-09-01 00:00:00.0000000
29800,839,"Main Office",c0e88505-0953-4314-96fc-f6f9eb581b99,2006-08-01 00:00:00.0000000
29803,452,"Main Office",3401998e-ccfc-4f78-8f4a-d0ececf17645,2005-09-01 00:00:00.0000000
29805,994,"Main Office",3596cef3-c2ae-4ce6-95db-5fff68b4ba57,2006-07-01 00:00:00.0000000
29806,837,"Main Office",4caa058d-61f5-4a49-9167-d1e57dcac9ce,2007-09-01 00:00:00.0000000
29807,449,"Main Office",3ab25485-c5fd-4132-aa0b-2a9b2915068c,2005-08-01 00:00:00.0000000
29809,991,"Main Office",25929ce2-3342-40c7-a963-24d097ea30f3,2006-09-01 00:00:00.0000000
29810,835,"Main Office",60b2442d-5a2a-408c-8f1d-b38be02b91c9,2005-09-01 00:00:00.0000000
29813,446,"Main Office",26b1ebc5-570f-4d4b-baf2-c8c855b94151,2005-08-01 00:00:00.0000000
29815,988,"Main Office",e968e6ac-47ae-4c04-8207-443b842de930,2006-09-01 00:00:00.0000000
29816,297,"Shipping",c33e7580-8404-43f7-a783-21b927020b98,2006-08-01 00:00:00.0000000
29816,833,"Main Office",b4435c21-4d7f-40e5-abea-4966428597d5,2006-08-01 00:00:00.0000000
29818,1104,"Main Office",a3718fb8-73ed-4a1b-b686-1fc240700210,2005-08-01 00:00:00.0000000
29819,633,"Main Office",c4bbe507-b9ca-4f90-9d47-a8c30ad62adf,2006-08-01 00:00:00.0000000
29822,557,"Main Office",e7c2f784-d012-4180-86d8-ad49f3a4c402,2006-09-01 00:00:00.0000000
29824,556,"Main Office",35bca4ad-180b-46e9-9578-0c9fc3202e13,2005-07-01 00:00:00.0000000
29826,1101,"Main Office",d4d410de-2fb4-4080-ae2a-c459d0568542,2006-10-01 00:00:00.0000000
29827,631,"Main Office",a9b3cba7-2f99-4914-a083-f5e6badad4f1,2005-07-01 00:00:00.0000000
29830,553,"Main Office",651786db-eb03-48a7-9b3e-86ad341627fc,2005-08-01 00:00:00.0000000
29831,552,"Main Office",a72e515f-df6a-4a7c-93fd-414bd925335b,2008-06-01 00:00:00.0000000
29832,551,"Main Office",17d1e4c8-b4bd-40f6-b1db-8d1f0990bcab,2006-09-01 00:00:00.0000000
29834,1097,"Main Office",6eb20c23-f905-44c5-8e69-fd1baa8f2765,2005-09-01 00:00:00.0000000
29835,903,"Main Office",e26c8c28-a7c3-4ee4-a844-b1430b97aef7,2006-08-01 00:00:00.0000000
29840,547,"Main Office",9e2595f6-492a-4683-b6fc-1a52fc4c37b2,2007-09-01 00:00:00.0000000
29842,1094,"Main Office",018c1503-5a74-462c-bd52-697938fd82d1,2005-09-01 00:00:00.0000000
29843,901,"Main Office",8ff46c88-3a42-4f4d-aeb6-be149a35e650,2007-09-01 00:00:00.0000000
29847,1092,"Main Office",54e22612-0521-4ea6-b7b0-29d081e054c4,2006-09-01 00:00:00.0000000
29848,625,"Main Office",33847fbf-d078-4a88-b331-4aeb4f8ce9d5,2007-08-01 00:00:00.0000000
29850,623,"Main Office",0beebf7f-da33-4ead-981b-814c71908b47,2007-07-01 00:00:00.0000000
29851,657,"Main Office",50bd7f7e-8937-4b35-8391-a217eb60abaf,2006-08-01 00:00:00.0000000
29852,511,"Main Office",c2005ff8-9e71-4d36-be82-5f920137a4af,2006-12-01 00:00:00.0000000
29853,1056,"Main Office",fe9c02c8-7ff9-4a9d-881d-66e388707b8f,2005-08-01 00:00:00.0000000
29854,604,"Main Office",9d47f717-fb49-4b2f-b536-5e86483caa37,2007-09-01 00:00:00.0000000
29855,539,"Main Office",d4701110-f7e5-4f41-9e56-e983c5a18ab5,2005-08-01 00:00:00.0000000
29857,666,"Main Office",7bd7135d-791d-420d-8738-f9cf72cf3fdd,2006-08-01 00:00:00.0000000
29858,894,"Main Office",f49e2c74-9bb9-462e-bcaa-67370f4d74a9,2006-01-01 00:00:00.0000000
29859,622,"Main Office",f1f94995-b143-46e1-8be1-e4ba680b7c3b,2006-03-01 00:00:00.0000000
29860,668,"Main Office",cc407427-8a5c-4543-89fc-07fbcf32e609,2007-08-01 00:00:00.0000000
29861,628,"Main Office",08198768-5a31-4605-8043-d2495ab40697,2005-08-01 00:00:00.0000000
29861,11382,"Shipping",19fcc0c7-ce20-4648-bd54-ff8a77adcf3d,2005-08-01 00:00:00.0000000
29862,1096,"Main Office",2919880b-8b32-4fc8-b7d2-d44fc2d86bcb,2006-10-01 00:00:00.0000000
29863,546,"Main Office",ebd9ad4d-8193-43ba-8fa5-e2c0a0cbb11f,2007-08-01 00:00:00.0000000
29864,487,"Main Office",def4d1e6-be40-43b9-b6bf-0ba395f7d377,2006-09-01 00:00:00.0000000
29865,1032,"Main Office",70cba3f6-5540-40c8-a3bb-f3b068b724b9,2005-08-01 00:00:00.0000000
29866,588,"Main Office",97359b3a-cbbd-4d77-8ef1-c00a9235dcd8,2005-08-01 00:00:00.0000000
29867,860,"Main Office",27ce6686-06ce-4b0f-aea6-35ccc189492d,2006-07-01 00:00:00.0000000
29868,648,"Main Office",f3398939-a9ad-4b7d-ba7e-14624f7d43ba,2007-08-01 00:00:00.0000000
29870,484,"Main Office",5cc7359e-2cb1-46f9-97a2-5d94a6c9f90e,2008-06-01 00:00:00.0000000
29871,1029,"Main Office",b599562f-4cf6-4c71-8c02-79e80522d00f,2007-07-01 00:00:00.0000000
29872,586,"Main Office",816c491a-703b-4f12-aa02-fd8b863ecd70,2005-09-01 00:00:00.0000000
29873,858,"Main Office",386e13f8-728a-4c9f-8ce7-38afc5bd605b,2006-09-01 00:00:00.0000000
29874,647,"Main Office",8b604c39-a03e-4914-a755-6011e2836bca,2007-07-01 00:00:00.0000000
29876,481,"Main Office",75756445-0f83-423c-b065-cc359f478da1,2006-08-01 00:00:00.0000000
